siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 15:00",20
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 16:00",55
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 16:00",2.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 16:00",0.19
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 16:00",44
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 16:00",2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 16:00",18
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 17:00",0.28
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 17:00",42
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 17:00",3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 17:00",2.1
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 17:00",94
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 17:00",44
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 18:00",2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 18:00",13
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 18:00",5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 18:00",53
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 18:00",37
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 18:00",0.23
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 19:00",2.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 19:00",0.19
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 19:00",38
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 19:00",42
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 19:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 19:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 20:00",2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 20:00",0.2
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 20:00",32
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 20:00",43
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 20:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 20:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 21:00",1.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 21:00",0.28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 21:00",25
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 21:00",52
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 21:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 21:00",12
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 22:00",2.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 22:00",0.26
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 22:00",20
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 22:00",42
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 22:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 22:00",11
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 23:00",40
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 23:00",2.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 23:00",0.28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 23:00",18
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 23:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 23:00",19
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 00:00",16
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 00:00",8
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 00:00",33
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 00:00",1.7
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 00:00",13
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 00:00",0.28
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 01:00",1.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 01:00",0.38
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 01:00",11
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 01:00",41
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 01:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 01:00",14
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 02:00",1.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 02:00",0.37
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 02:00",16
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 02:00",44
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 02:00",9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 02:00",18
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 03:00",0.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 03:00",0.33
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 03:00",13
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 03:00",40
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 03:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 03:00",13
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 04:00",1.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 04:00",0.35
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 04:00",10
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 04:00",42
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 04:00",10
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 04:00",20
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 05:00",1.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 05:00",0.26
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 05:00",23
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 05:00",32
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 05:00",9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 05:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 06:00",26
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 06:00",1.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 06:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 06:00",30
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 06:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 06:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 07:00",1.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 07:00",0.2
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 07:00",32
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 07:00",26
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 07:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 07:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 08:00",1.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 08:00",0.19
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 08:00",36
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 08:00",32
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 08:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 08:00",12
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 09:00",1.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 09:00",0.18
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 09:00",38
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 09:00",38
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 09:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 09:00",16
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 10:00",1.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 10:00",0.22
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 10:00",41
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 10:00",49
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 10:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 10:00",13
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 11:00",1.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 11:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 11:00",46
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 11:00",62
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 11:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 11:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 12:00",1.8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 12:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 12:00",50
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 12:00",58
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 12:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 12:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 13:00",2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 13:00",16
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 13:00",6
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 13:00",59
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 13:00",53
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 13:00",0.24
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 14:00",2.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 14:00",0.22
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 14:00",56
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 14:00",72
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 14:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 14:00",14
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 15:00",2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 15:00",0.22
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 15:00",50
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 15:00",x
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 15:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 15:00",12
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 16:00",1.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 16:00",0.25
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 16:00",49
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 16:00",77
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 16:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 16:00",x
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 17:00",2.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 17:00",0.34
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 17:00",44
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 17:00",59
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 17:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 17:00",19
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 18:00",1.8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 18:00",0.27
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 18:00",44
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 18:00",37
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 18:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 18:00",16
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 19:00",1.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 19:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 19:00",43
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 19:00",28
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 19:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 19:00",15
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 20:00",1.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 20:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 20:00",44
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 20:00",19
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 20:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 20:00",12
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 21:00",1.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 21:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 21:00",48
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 21:00",28
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 21:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 21:00",10
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 22:00",1.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 22:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 22:00",48
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 22:00",28
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 22:00",3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 22:00",13
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-08 23:00",1.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-08 23:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-08 23:00",46
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-08 23:00",30
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-08 23:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-08 23:00",10
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 00:00",1.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 00:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 00:00",42
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 00:00",21
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 00:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 00:00",10
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 01:00",1.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 01:00",0.22
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 01:00",41
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 01:00",16
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 01:00",3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 01:00",9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 02:00",0.22
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 02:00",1.3
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 02:00",41
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 02:00",20
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 02:00",3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 02:00",7
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 03:00",1.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 03:00",4
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 03:00",3
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 03:00",12
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 03:00",39
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 03:00",0.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 04:00",3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 04:00",1.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 04:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 04:00",38
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 04:00",19
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 04:00",3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 05:00",1.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 05:00",0.22
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 05:00",43
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 05:00",30
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 05:00",3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 05:00",8
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 06:00",1.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 06:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 06:00",44
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 06:00",32
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 06:00",3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 06:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 07:00",1.3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 07:00",17
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 07:00",4
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 07:00",31
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 07:00",43
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 07:00",0.25
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 08:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 08:00",1.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 08:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 08:00",43
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 08:00",29
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 08:00",5
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 09:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 09:00",14
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 09:00",1.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 09:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 09:00",44
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 09:00",32
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 10:00",17
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 10:00",6
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 10:00",33
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 10:00",45
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 10:00",0.25
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 10:00",1.4
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 11:00",47
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 11:00",2.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 11:00",0.28
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 11:00",55
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 11:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 11:00",17
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 12:00",7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 12:00",14
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 12:00",56
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 12:00",54
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 12:00",0.25
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 12:00",2.4
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 13:00",56
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 13:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 13:00",23
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 13:00",2.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 13:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 13:00",63
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 14:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 14:00",16
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 14:00",1.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 14:00",0.2
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 14:00",65
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 14:00",50
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 15:00",51
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 15:00",19
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 15:00",1.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 15:00",0.19
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 15:00",57
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 15:00",3
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 16:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 16:00",13
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 16:00",0.22
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 16:00",50
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 16:00",46
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 16:00",1.7
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 17:00",43
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 17:00",15
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 17:00",1.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 17:00",0.24
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 17:00",55
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 17:00",6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 18:00",0.3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 18:00",11
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 18:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 18:00",60
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 18:00",35
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 18:00",2
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 19:00",8
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 19:00",52
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 19:00",35
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 19:00",0.3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 19:00",2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 19:00",14
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 20:00",48
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 20:00",30
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 20:00",0.27
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 20:00",1.8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 20:00",12
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 20:00",8
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 21:00",1.4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 21:00",9
