siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 04:00",28
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 05:00",0.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 05:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 05:00",51
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 05:00",66
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 05:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 05:00",24
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 06:00",0.6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 06:00",18
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 06:00",4
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 06:00",64
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 06:00",47
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 06:00",0.21
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 07:00",0.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 07:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 07:00",45
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 07:00",55
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 07:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 07:00",15
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 08:00",0.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 08:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 08:00",44
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 08:00",64
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 08:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 08:00",16
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 09:00",0.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 09:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 09:00",46
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 09:00",78
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 09:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 09:00",24
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 10:00",0.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 10:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 10:00",49
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 10:00",73
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 10:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 10:00",24
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 11:00",0.26
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 11:00",0.6
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 11:00",52
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 11:00",77
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 11:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 11:00",26
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 12:00",0.6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 12:00",29
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 12:00",7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 12:00",91
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 12:00",54
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 12:00",0.27
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 13:00",0.6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 13:00",24
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 13:00",7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 13:00",98
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 13:00",54
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 13:00",0.28
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 14:00",0.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 14:00",0.28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 14:00",55
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 14:00",96
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 14:00",7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 14:00",27
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 15:00",0.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 15:00",0.28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 15:00",x
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 15:00",x
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 15:00",x
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 15:00",29
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 16:00",x
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 16:00",81
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 16:00",x
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 16:00",51
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 16:00",x
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 16:00",x
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 17:00",50
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 17:00",28
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 17:00",x
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 17:00",75
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 17:00",0.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 17:00",0.28
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 18:00",0.34
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 18:00",9
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 18:00",0.9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 18:00",24
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 18:00",73
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 18:00",46
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 19:00",0.3
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 19:00",60
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 19:00",46
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 19:00",0.8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 19:00",21
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 19:00",7
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 20:00",0.5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 20:00",19
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 20:00",6
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 20:00",43
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 20:00",0.28
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 20:00",50
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 21:00",40
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 21:00",0.3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 21:00",20
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 21:00",5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 21:00",42
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 21:00",0.26
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 22:00",4
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 22:00",40
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 22:00",0.26
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 22:00",0.3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 22:00",16
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 22:00",38
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-03 23:00",39
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-03 23:00",0.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-03 23:00",0.25
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-03 23:00",39
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-03 23:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-03 23:00",15
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 00:00",35
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 00:00",16
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 00:00",x
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 00:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 00:00",38
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 00:00",3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 01:00",1.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 01:00",13
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 01:00",4
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 01:00",42
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 01:00",36
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 01:00",0.23
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 02:00",21
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 02:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 02:00",38
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 02:00",37
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 02:00",3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 02:00",1.4
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 03:00",1.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 03:00",17
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 03:00",3
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 03:00",45
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 03:00",39
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 03:00",0.24
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 04:00",1.1
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 04:00",16
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 04:00",2
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 04:00",45
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 04:00",41
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 04:00",0.22
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 05:00",1.1
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 05:00",18
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 05:00",2
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 05:00",34
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 05:00",40
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 05:00",0.2
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 06:00",0.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 06:00",0.19
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 06:00",39
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 06:00",38
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 06:00",2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 06:00",14
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 07:00",3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 07:00",11
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 07:00",38
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 07:00",37
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 07:00",0.21
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 07:00",1.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 08:00",0.23
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 08:00",1.1
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 08:00",36
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 08:00",30
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 08:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 08:00",9
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 09:00",1.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 09:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 09:00",37
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 09:00",31
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 09:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 09:00",15
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 10:00",11
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 10:00",6
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 10:00",36
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 10:00",38
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 10:00",0.24
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 10:00",1.4
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 11:00",1.8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 11:00",18
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 11:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 11:00",41
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 11:00",38
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 11:00",0.31
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 12:00",2.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 12:00",0.33
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 12:00",38
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 12:00",49
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 12:00",10
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 12:00",14
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 13:00",2.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 13:00",0.3
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 13:00",43
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 13:00",53
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 13:00",10
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 13:00",14
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 14:00",2.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 14:00",0.26
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 14:00",48
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 14:00",58
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 14:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 14:00",14
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 15:00",1.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 15:00",0.19
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 15:00",49
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 15:00",44
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 15:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 15:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 16:00",1.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 16:00",0.19
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 16:00",43
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 16:00",36
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 16:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 16:00",14
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 17:00",1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 17:00",0.2
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 17:00",36
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 17:00",39
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 17:00",7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 17:00",13
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 18:00",2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 18:00",0.28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 18:00",28
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 18:00",42
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 18:00",9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 18:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 19:00",2.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 19:00",0.44
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 19:00",22
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 19:00",44
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 19:00",13
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 19:00",13
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 20:00",1.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 20:00",0.38
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 20:00",19
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 20:00",33
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 20:00",14
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 20:00",10
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 21:00",1.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 21:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 21:00",21
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 21:00",34
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 21:00",11
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 21:00",16
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 22:00",28
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 22:00",1.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 22:00",0.22
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 22:00",20
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 22:00",10
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 22:00",13
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-04 23:00",0.22
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-04 23:00",11
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-04 23:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-04 23:00",28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-04 23:00",20
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-04 23:00",1.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 00:00",11
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 00:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 00:00",36
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 00:00",17
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 00:00",0.21
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 00:00",1
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 01:00",1.1
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 01:00",8
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 01:00",8
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 01:00",26
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 01:00",15
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 01:00",0.21
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 02:00",0.23
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 02:00",10
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 02:00",0.9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 02:00",31
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 02:00",7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 02:00",9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 03:00",13
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 03:00",0.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 03:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 03:00",8
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 03:00",33
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 03:00",9
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 04:00",1
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 04:00",9
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 04:00",10
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 04:00",24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 04:00",9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 04:00",0.26
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 05:00",0.21
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 05:00",10
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 05:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 05:00",28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 05:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 05:00",1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 06:00",0.22
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 06:00",13
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 06:00",39
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 06:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 06:00",15
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 06:00",1
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 07:00",6
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 07:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 07:00",1.4
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 07:00",31
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 07:00",9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 07:00",0.21
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 08:00",10
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 08:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 08:00",25
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 08:00",25
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 08:00",0.23
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 08:00",2
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 09:00",30
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 09:00",2.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 09:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 09:00",29
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 09:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 09:00",10
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 10:00",11
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 10:00",0.25
